id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Lyrics
4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,['Avicii'],1,9/13/2013,0.532,0.783,2,-5.697,1,0.0038,0.0012,0.161,0.643,124.08,247427,4,"Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well that's fine by me
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself, and I
Didn't know I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself, and I
Didn't know I was lost
I tried carrying the weight of the world
But I only have two hands
Hope I get the chance to travel the world
But I don't have any plans
Wish that I could stay forever this young
Not afraid to close my eyes
Life's a game made for everyone
And love is a prize
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself, and I
Didn't know I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself, and I
I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know"
2igwFfvr1OAGX9SKDCPBwO,Empire State Of Mind,"['JAY-Z', 'Alicia Keys']",77,09/08/2009,0.491,0.956,11,-1.538,1,0.0295,0,0.46,0.811,173.585,276920,4,"Yeah
Yeah, I'm out that Brooklyn, now I'm down in Tribeca
Right next to De Niro, but I'll be hood forever
I'm the new Sinatra, and since I made it here
I can make it anywhere, yeah, they love me everywhere
I used to cop in Harlem, hola, my Dominicanos (d?melo)
Right there up on Broadway, brought me back to that McDonald's
Took it to my stashbox, 560 State Street
Catch me in the kitchen like a Simmons whippin' pastry
Cruisin' down 8th St, off-white Lexus
Drivin' so slow, but BK is from Texas
Me, I'm out that Bed-Stuy, home of that boy Biggie
Now I live on Billboard and I brought my boys with me
Say what up to Ty-Ty, still sippin' Mai Tais
Sittin' courtside, Knicks and Nets give me high five
Nigga, I be Spike'd out, I could trip a referee (come on, come on, come on)
Tell by my attitude that I'm most definitely from
In New York (ayy, ah-ha) (uh, yeah)
Concrete jungle (yeah) where dreams are made of
There's nothin' you can't do (yeah) (okay)
Now you're in New York (ah-ha, ah-ha, ah-ha) (uh, yeah)
These streets will make you feel brand new (new)
Big lights will inspire you (come on) (okay)
Let's hear it for New York (you're welcome, OG) (uh)
New York (yeah), New York (uh) (I made you hot, nigga)
Catch me at the X with OG at a Yankee game
Shit, I made the Yankee hat more famous than a Yankee can
You should know I bleed blue, but I ain't a Crip though
But I got a gang of niggas walkin' with my clique though
Welcome to the melting pot, corners where we sellin' rock
Afrika Bambataa shit, home of the hip-hop
Yellow cab, gypsy cab, dollar cab, holla back
For foreigners it ain't fair, they act like they forgot how to act
Eight million stories, out there in the naked
City is a pity, half of y'all won't make it
Me, I got a plug, Special Ed, ""I Got It Made""
If Jeezy's payin' Lebron, I'm payin' Dwyane Wade
Three dice Cee-lo, three-card Monte
Labor Day Parade, rest in peace Bob Marley
Statue of Liberty, long live the World Trade (come on, come on, come on)
Long live the king, yo, I'm from the Empire State that's
In New York (ayy) (uh, yeah)
Concrete jungle (yeah) where dreams are made of
There's nothin' you can't do (that boy good) (okay)
Now you're in New York (uh, yeah)
(Welcome to the bright lights, baby)
These streets will make you feel brand new
Big lights will inspire you (okay)
Let's hear it for New York (uh)
New York (yeah), New York (uh)
Lights is blinding, girls need blinders
So they can step out of bounds quick, the sidelines is
Lined with casualties, who sip the life casually
Then gradually become worse, don't bite the apple, Eve
Caught up in the in-crowd, now you're in style
Into the winter gets cold, en vogue, with your skin out
City of sin, it's a pity on a whim
Good girls gone bad, the city's filled with them
Mommy took a bus trip, now she got her bust out
Everybody ride her, just like a bus route
""Hail Mary"" to the city, you're a virgin
And Jesus can't save you, life starts when the church end
Came here for school, graduated to the high life
Ball players, rap stars, addicted to the limelight
MDMA got you feelin' like a champion (come on, come on, come on)
The city never sleeps, better slip you an Ambien
In New York (ayy, oh) (uh, yeah)
Concrete jungle where dreams are made of
There's nothin' you can't do (okay)
Now you're in New York (uh, yeah)
These streets will make you feel brand new
Big lights will inspire you (okay)
Let's hear it for New York (uh)
New York (yeah), New York (uh)
One hand in the air for the big city (uh)
Street lights, big dreams, all lookin' pretty (uh)
No place in the world that could compare (nah)
Put your lighters in the air everybody say
""Yeah, yeah"" (come on, come on, come on)
""Yeah, yeah"" (I'm from New York)
In New York (uh, yeah) (ohh)
Concrete jungle where dreams are made of
There's nothin' you can't do (okay)
Now you're in New York (uh, yeah)
These streets will make you feel brand new
Big lights will inspire you (okay)
Let's hear it for New York (uh)
New York (yeah), New York (uh)"
58q2HKrzhC3ozto2nDdN4z,I Like It,"['Cardi B', 'Bad Bunny', 'J Balvin']",72,04/06/2018,0.816,0.726,5,-3.998,0,0.099,0,0.372,0.65,136.048,253390,4,"Yeah baby, I like it like that
You gotta' believe me when I tell you
I said I like it like that
You gotta' believe me when I tell you
I said I like it like
Now I like dollars, I like diamonds, I like stunting, I like shining
I like million dollar deals, where's my pen, bitch I'm signin' (Signin')
I like those Balenciagas (Those), the ones that look like socks
I like going to the jeweler, I put rocks all in my watch (Cha-ching)
I like texts from my exes, when they want a second chance (What?)
I like proving niggas wrong, I do what they say I can't (She can't)
They call me Cardi Bardi, banging body, spicy mami, hot tamale
Hotter than a Somali, fur coat, Ferrari
Hop out the stu', jump in the coupe (Coupe)
Big Dipper on top of the roof
Flexing on bitches as hard as I can
Eating halal, driving the Lam'
Told that bitch I'm sorry (Sorry)
'Bout my coins like Mario (Mario)
Yeah they call me Cardi B
I run this shit like cardio
Oh, damn
Diamond district in the jag (Gang, I said I like it like that)
Certified, you know I'm gang, gang (Gang, gang I said I like it like)
Drop the top and blow the brains, wouh (Wouh! I said I like it like that)
Oh he's so handsome, what's his name? (Yeah, wouh, I said I like it)
Oh I need the dollars, cha-ching (I said I like it like that)
Beat it up like pi?atas (I said I like it like)
Tell the driver, close the curtains (I said I like it like that, skrt)
Bad bitch make him nervous (I said I like it)
Cardi B
Chambean, chambean, pero no jalan (¡Jalan!)
T? compras to'a las Jordan, bo', a m? me las regalan (Hehe-he)
I spend in the club (wouh), what you have in the bank (Yeah)
This is the new religion, bang, en Latino gang, gang, yeah
Trato de hacer dieta (Yeah), pero es que en el closet tengo mucha grasa (Wouh)
Ya mud? la' Gucci pa' dentro de casa, yeh (¡Wouh!)
Cabr?n, a ti no te conocen ni en Plaza (No)
El Diablo me llama, pero Jesucristo me abraza (Am?n)
Guerrero como Eddie, que viva la raza, yeh
Me gustan boricuas, me gustan cubana'
Me gusta el acento de las colombianas (¿Qu? hubo pues?)
Como mueve el culo la dominicana (¿Qu? lo que?)
Lo rico que me chingan las venezolanas (¡Wouh!)
Andamos activos, Perico Pin Pin (Wouh)
Billetes de cien en el malet?n (Ching)
Que retumbe el bajo, Bobby Valent?n, yeh (Boo)
Aqu? es prohibido amar, diles, Charyt?n
Que pal' picor les tengo Clarit?n
Yo llego a la disco y se forma el mot?n (Rrr)
Diamond district in the jag (Gang, I said I like it like that)
Bad Bunny baby, beb?, beb?, beb?
Certified, you know I'm gang, gang (Gang, gang I said I like it like)
Drop the top and blow the brains, wouh (Wouh! I said I like it like that)
Oh he's so handsome, what's his name? (Yeah, wouh, I said I like it)
Oh I need the dollars, cha-ching (I said I like it like that)
Beat it up like pi?atas (I said I like it like)
Tell the driver, close the curtains (I said I like it like that, skrt)
Bad bitch make him nervous (I said I like it)
Como Celia Cruz tengo el az?car (az?ca')
Tu jeva me vio y se fue de pecho como Jimmy Snuka (Ah)
Te vamos tumbar la peluca
Y arranca pal' carajo, cabr?n, que a ti no te vo'a pasar la hookah (Hookah, hookah)
Mis tenis Balenciaga me reciben en la entrada (Wouh)
Pa-pa-pa-parazzi, like I'm Lady Gaga (Wouh)
Y no te me hagas (Hey)
Que en cover de Billboard t? has visto mi cara (Hey)
No salgo de tu mente (Wouh)
Donde quieras que viajes has escuchado ""Mi Gente""
Yo no soy high (high), soy como el Testarossa ('Rossa)
Yo soy el que se la vive y tambi?n el que la goza (Goza, goza)
Es la cosa, mami es la cosa (Cosa, cosa)
El que mira sufre y el que toca goza (Goza, goza)
I said I like it like that
I said I like it like that (Rrr)
I said I like it like that (Wouh)
I said I like it like that
Diamond district in the jag (Gang, I said I like it like that)
Certified, you know I'm gang, gang (Gang, gang I said I like it like)
Drop the top and blow the brains, wouh (I said I like it like that)
Oh he's so handsome, what's his name? (I said I like it)"
4lLtanYk6tkMvooU0tWzG8,Grenade,['Bruno Mars'],74,05/11/2010,0.704,0.558,2,-7.273,0,0.148,0,0.107,0.245,110.444,222091,4,"Easy come, easy go, that's just how you live, oh
Take, take, take it all, but you never give
Shoulda known you was trouble from the first kiss
Had your eyes wide open
Why were they open? (Ooh-ooh)
Gave you all I had and you tossed it in the trash (ooh-ooh)
You tossed it in the trash, you did (ooh-ooh)
To give me all your love is all I ever ask
'Cause what you don't understand is
I'd catch a grenade for ya (yeah, yeah, yeah)
Throw my hand on a blade for ya (yeah, yeah, yeah)
I'd jump in front of a train for ya (yeah, yeah, yeah)
You know I'd do anything for ya (yeah, yeah, yeah)
Oh, oh, I would go through all this pain
Take a bullet straight through my brain
Yes, I would die for ya, baby
But you won't do the same
No, no, no, no
Uh
Black, black, black and blue
Beat me 'til I'm numb
Tell the devil I said ""Hey"" when you get back to where you're from
Mad woman, bad woman
That's just what you are
Yeah, you'll smile in my face then rip the brakes out my car (ooh-ooh)
Gave you all I had and you tossed it in the trash (ooh-ooh)
You tossed it in the trash, yes, you did (ooh-ooh)
To give me all your love is all I ever ask
'Cause what you don't understand is
I'd catch a grenade for ya (yeah, yeah, yeah)
Throw my hand on a blade for ya (yeah, yeah, yeah)
I'd jump in front of a train for ya (yeah, yeah, yeah)
You know I'd do anything for ya (yeah, yeah, yeah)
Oh oh, I would go through all this pain
Take a bullet straight through my brain
Yes, I would die for ya, baby
But you won't do the same
if my body was on fire
(No) ooh, you'd watch me burn down in flames
(No) you said you loved me, you're a liar
'Cause you never, ever, ever did, baby
But darling, I'd still catch a grenade for ya (yeah, yeah, yeah)
Throw my hand on a blade for ya (yeah, yeah, yeah)
I'd jump in front of a train for ya (yeah, yeah, yeah)
You know I'd do anything for ya (yeah, yeah, yeah)
Ooh-ooh, I would go through all this pain
Take a bullet straight through my brain
Yes, I would die for ya, baby
But you won't do the same
No, you won't do the same
You wouldn't do the same
Ooh, you'd never do the same
No, no, no, no-oh"
2gam98EZKrF9XuOkU13ApN,Promiscuous,"['Nelly Furtado', 'Timbaland']",79,01/01/2006,0.808,0.97,10,-6.098,0,0.0573,6.17E-05,0.154,0.868,114.328,242293,4,"Am I throwing you off?
Nope
Didn't think so
How you doing, young lady?
That feeling that you giving really drives me crazy
You're dope have a player 'bout to choke
I was at a loss of words first time that we spoke
You looking for a girl that'll treat you right
Have you looking for her in the daytime with the light
You might be the type if I play my cards right
I'll find out by the end of the night
You expect me to just let you hit it
But will you still respect me if you get it?
All I can do is try, gimme one chance
What's the problem? I don't see no ring on your hand
I'll be the first to admit it
I'm curious about you, you seem so innocent
You wanna get in my world, get lost in it
Boy, I'm tired of running, let's walk for a minute (hey)
Promiscuous girl, wherever you are
I'm all alone and it's you that I want
Promiscuous boy, you already know
That I'm all yours, what you waiting for?
Promiscuous girl, you're teasing me
You know what I want, and I got what you need
Promiscuous boy, let's get to the point
'Cause we're on a roll, you ready?
Roses are red, some diamonds are blue
Chivalry is dead, but you're still kinda cute
Hey, I can't keep my mind off you
Where you at? Do you mind if I come through?
I'm out of this world come with me to my planet
Get you on my level, do you think that you can handle it?
They call me Thomas, last name Crown
Recognize game, I'ma lay mine's down
I'm a big girl I can handle myself
But if I get lonely I might need your help (whoa)
Pay attention to me, I don't talk for my health
I want you on my team
So does everybody else
Shh, baby we can keep it on the low (low)
Let your guard down ain't nobody gotta know (know)
If you with it girl I know a place we can go
What kind of girl do you take me for? (Hey)
Promiscuous girl, wherever you are
I'm all alone and it's you that I want
Promiscuous boy, you already know
That I'm all yours, what you waiting for?
Promiscuous girl, you're teasing me
You know what I want, and I got what you need
Promiscuous boy, let's get to the point
'Cause we're on a roll, you ready?
Don't be mad, don't get mean
Don't get mad, don't be mean
Hey, don't be mad, don't get mean
Don't get mad, don't be mean
Wait, I don't mean no harm
I can see you with my t-shirt on
I can see you with nothing on
Feeling on me before you bring that on
Bring that on?
You know what I mean
Girl, I'm a freak you shouldn't say those things
Only trying to get inside of your brain
To see if you can work me the way you say
It's okay, it's alright
I got something that you gon' like
Hey, is that the truth or are you talking trash?
Is your game M.V.P. like Steve Nash? (Hey)
Promiscuous girl, wherever you are
I'm all alone and it's you that I want
Promiscuous boy, I'm callin ya name
But you're driving me crazy, the way you're making me wait
Promiscuous girl, you're teasing me
You know what I want, and I got what you need
Promiscuous boy, we're one in the same
So we don't gotta play games no more"
72TFWvU3wUYdUuxejTTIzt,Work,"['Rihanna', 'Drake']",73,1/28/2016,0.723,0.534,11,-6.238,1,0.0747,0,0.0919,0.551,91.974,219320,4,"Work, work, work, work, work, work
He said me haffi work, work, work, work, work, work
He see me do mi dirt, dirt, dirt, dirt, dirt, dirt
So me put in work, work, work, work, work, work
When you ah gon' learn, learn, learn, learn, learn?
Me nuh care if him hurt, hurt, hurt, hurt, hurting
Dry, me ah desert him
No time to have you lurking
Him ah go act like he nuh like it
You know I dealt with you the nicest
Nuh body touch me you nuh righteous
Nuh badda, text me in a crisis
I believed all of your dreams, adoration
You took my heart and my keys and my patience
You took my heart on my sleeve for decoration
You mistaken my love I brought for you for foundation
All that I wanted from you was to give me
Something that I never had
Something that you've never seen
Something that you've never been, mm
But I wake up and act like nothing's wrong
Just get ready fi work, work, work, work, work, work
He said me haffi work, work, work, work, work, work
He see me do mi dirt, dirt, dirt, dirt, dirt, dirt
So me put in work, work, work, work, work, work
Na, na, na, na, na, na
When you ah gon' learn, learn, learn, learn, learn, learn?
Before the tables turn, turn, turn, turn, turn, turn
Beg you something, please
Baby don't you leave
Don't leave me stuck here in the streets, uh huh
If I get another chance to
I will never, no never neglect you
I mean who am I to hold your past against you?
I just hope that it gets to you
I hope that you see this through
I hope that you see this true
What can I say?
Please recognize I'm tryin', babe
I haffi work, work, work, work, work, work
He said me haffi work, work, work, work, work, work
He see me do mi dirt, dirt, dirt, dirt, dirt, dirt
So me put in work, work, work, work, work, work
When you ah gon' learn, learn, learn, learn, learn
Me nuh care if him hurt, hurt, hurt, hurt, hurting
Yeah, okay
You need to get done, done, done, done at work, come over
We just need to slow the motion
Don't give that away to no one
Long distance, I need you
When I see potential I just gotta see it through
If you had a twin, I would still choose you
I don't wanna rush into it, if it's too soon
But I know you need to get done, done, done, done
If you come over
Sorry if I'm way less friendly
I got niggas tryna end me, oh, yeah
I spilled all my emotions tonight, I'm sorry
Rollin', rollin', rollin', rollin', rollin'
How many more shots until you're rollin'?
We just need a face to face
You could pick the time and the place
You spent some time away
Now you need to forward
And give me all the work, work, work, work, work, work
He said me haffi work, work, work, work, work, work
He see me do mi dirt, dirt, dirt, dirt, dirt, dirt
So me put in work, work, work, work, work, work
When you ah gon' learn, learn, learn, learn, learn
Me nuh care if him hurt, hurt, hurt, hurt, hurting
Mm
Mm
Work, work, work, work, work, work
Mm"
4aebBr4JAihzJQR0CiIZJv,Hello,['Adele'],0,11/20/2015,0.47,0.431,5,-6.129,0,0.329,0,0.0854,0.289,157.98,295502,4,"Hello, it's me
I was wondering if after all these years you'd like to meet
To go over everything
They say that time's supposed to heal ya, but I ain't done much healing
Hello, can you hear me?
I'm in California dreaming about who we used to be
When we were younger and free
I've forgotten how it felt before the world fell at our feet
There's such a difference between us
And a million miles
Hello from the other side
I must've called a thousand times
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside
At least I can say that I've tried
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Hello, how are you?
It's so typical of me to talk about myself, I'm sorry
I hope that you're well
Did you ever make it out of that town where nothing ever happened?
It's no secret that the both of us
Are running out of time
So hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Ooh (lows, lows, lows, lows), anymore
(Highs, highs, highs, highs)
Anymore (lows, lows, lows, lows)
Hello from the other side (other side)
I must've called a thousand times (thousand times)
To tell you I'm sorry for everything that I've done
But when I call, you never seem to be home
Hello from the outside (outside)
At least I can say that I've tried (I've tried)
To tell you I'm sorry for breaking your heart
But it don't matter, it clearly doesn't tear you apart anymore"
2Fxmhks0bxGSBdJ92vM42m,bad guy,['Billie Eilish'],77,3/29/2019,0.701,0.425,7,-10.965,1,0.328,0.13,0.1,0.562,135.128,194088,4,"White shirt now red, my bloody nose
Sleepin', you're on your tippy toes
Creepin' around like no one knows
Think you're so criminal
Bruises on both my knees for you
Don't say thank you or please
I do what I want when I'm wanting to
My soul so cynical

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy, duh

I'm the bad guy

I like it when you take control
Even if you know that you don't
Own me, I'll let you play the role
I'll be your animal
My mommy likes to sing along with me
But she won't sing this song
If she reads all the lyrics
She'll pity the men I know

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy, duh

I'm the bad guy, duh
I'm only good at bein' bad, bad

I like when you get mad
I guess I'm pretty glad that you're alone
You said she's scared of me?
I mean, I don't see what she sees
But maybe it's 'cause I'm wearing your cologne

I'm a bad guy
I'm a bad guy
Bad guy, bad guy
I'm a bad"
6ZOBP3NvffbU4SZcrnt1k6,Kryptonite,['3 Doors Down'],74,2000,0.545,0.865,11,-5.708,0,0.00664,1.10E-05,0.168,0.543,99.005,233933,4,"Well, I took a walk around the world to ease my troubled mind
I left my body lying somewhere in the sands of time
But I watched the world float to the dark side of the moon
I feel there's nothing I can do, yeah
I watched the world float to the dark side of the moon
After all I knew, it had to be something to do with you
I really don't mind what happens now and then
As long as you'll be my friend at the end
If I go crazy, then will you still call me Superman?
If I'm alive and well, will you be there and holding my hand?
I'll keep you by my side with my superhuman might
Kryptonite
You called me strong, you called me weak
But still your secrets, I will keep
You took for granted all the times, I never let you down
You stumbled in and bumped your head
If not for me then you'd be dead
I picked you up and put you back on solid ground
If I go crazy, then will you still call me Superman?
If I'm alive and well, will you be there and holding my hand?
I'll keep you by my side with my superhuman might
Kryptonite
If I go crazy, then will you still call me Superman?
If I'm alive and well, will you be there holding my hand?
I'll keep you by my side with my superhuman might
Kryptonite, yeah
If I go crazy, then will you still call me Superman?
If I'm alive and well, will you be there and holding my hand?
I'll keep you by my side with my superhuman might
Kryptonite
Whoa, whoa, whoa
Whoa, whoa, whoa
Whoa, whoa, whoa"
4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",['Train'],81,12/01/2010,0.673,0.886,1,-4.44,0,0.185,0,0.0826,0.795,97.012,216773,4,"Hey, hey
Hey, hey, hey, hey
Hey, hey, hey, hey
Your lipstick stains
On the front lobe of my left side brains
I knew I wouldn't forget you
And so I went and let you blow my mind
Your sweet moonbeam
The smell of you in every single dream I dream
I knew when we collided
You're the one I had decided who's one of my kind
Hey, soul sister
Ain't that Mr. Mister on the radio, stereo
The way you move ain't fair you know
Hey, soul sister
I don't wanna miss a single thing you do tonight
Hey, hey
Hey, hey, hey, hey
Hey, hey, hey, hey
Just in time
I'm so glad you have a one track mind like me
You gave my life direction
A game show love connection we can't deny
I'm so obsessed
My heart is bound to beat right out of my untrimmed chest
I believe in you, like a virgin you're madonna
And I'm always gonna wanna blow your mind
Hey, soul sister
Ain't that Mr. Mister on the radio, stereo
The way you move ain't fair you know
Hey, soul sister
I don't wanna miss a single thing you do tonight
The way you can cut a rug
Watching you is the only drug I need
So gangsta, I'm so thug
You're the only one I'm dreaming of
You see, I can be myself now finally
In fact, there's nothing I can't be
I want the world to see
You'll be with me
Hey, soul sister
Ain't that Mr. Mister on the radio, stereo
The way you move ain't fair you know
Hey, soul sister
I don't wanna miss a single thing you do tonight
Hey, soul sister
I don't wanna miss a single thing you do tonight
Hey, hey
Hey, hey, hey, hey
Hey, hey, hey, hey
Tonight
Hey, hey
Hey, hey, hey, hey
Hey, hey, hey, hey
Tonight"
3cJTPvEe33hGNJguNPAoBC,Poker Face,['Lady Gaga'],30,9/26/2008,0.849,0.824,4,-4.61,1,0.128,2.83E-06,0.0867,0.785,119.001,237533,4,"Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh
Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh (she's got me like nobody)
Can't read my, can't ready my
She's got me like nobody
Can't read my, can't ready my
She's got me like nobody
Can't read my, can't ready my
She's got me like nobody
Can't read my, can't ready my
She's got me like nobody
Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah
I wanna hold 'em like they do in Texas, please
Fold 'em, let 'em hit me, raise it, baby, stay with me (I love it)
Love game intuition, play the cards with spades to start
And after he's been hooked, I'll play the one that's on his heart
Oh, whoa, oh, oh
Whoa, oh, oh
I'll get him hot, show him what I've got
Oh, whoa, oh, oh
Whoa, oh, oh
I'll get him hot, show him what I've got
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)
I wanna roll with him, a hard pair we will be (hey)
A little gamblin' is fun when you're with me (I love it)
Russian roulette is not the same without a gun
And baby, when it's love, if it's not rough, it isn't fun (fun)
Oh, whoa, oh, oh
Whoa, oh, oh
I'll get him hot, show him what I've got
Oh, whoa, oh, oh
Whoa, oh, oh
I'll get him hot, show him what I've got
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)
I won't tell you that I love you, kiss or hug you
'Cause I'm bluffin' with my muffin
I'm not lying, I'm just stunnin' with my love-glue-gunnin'
Just like a chick in the casino
Take your bank before I pay you out
I promise this, promise this
Check this hand 'cause I'm marvelous
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
P-p-p-poker face, f-f-fuck her face
P-p-p-poker face, f-f-fuck her face
(She's got me like nobody)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)
Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah
Mum-mum-mum-mah
Marvelous
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
Can't read my, can't read my
No, he can't read my poker face
(She's got me like nobody)
P-p-p-poker face, f-f-fuck her face
P-p-p-poker face, f-f-fuck her face
(She's got me like nobody)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)
P-p-p-poker face, f-f-fuck her face (mum-mum-mum-mah)"
0vJZQ4Rf1ewL4g9xfBJIFn,Just Dance,"['Lady Gaga', ""Colby O'Donis""]",15,9/26/2008,0.821,0.726,1,-4.557,0,0.029,7.18E-05,0.179,0.737,118.982,242027,4,"
I've had a little bit too much, much (oh, oh, oh)
All of the people start to rush (start to rush by)
A dizzy twister dance, can't find my drink or man
Where are my keys? I lost my phone, phone (oh, oh, oh)
What's goin' on on the floor?
I love this record, baby, but I can't see straight anymore (woo!)
Keep it cool, what's the name of this club?
I can't remember but it's alright, a-alright
Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record, babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just dance
Wish I could shut my playboy mouth (oh, oh, oh)
How'd I turn my shirt inside out? (Inside out, right)
Control your poison, babe, roses have thorns, they say
And we're all gettin' hosed tonight (oh, oh, oh)
What's goin' on on the floor?
I love this record, baby, but I can't see straight anymore
Keep it cool, what's the name of this club?
I can't remember but it's alright, a-alright (woo!)
Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record, babe, da da doo-doo-mmm
Just dance, gonna be okay, d-d-d-dance
Dance, dance, just, j-j-just
When I come through on the dance floor checkin' out that catalog (hey)
Can't believe my eyes, so many women without a flaw (hey)
And I ain't gon' give it up, steady tryna pick it up like a call (hey)
I'ma hit it, I'ma beat it and flex and do it until tomorr' yeah
Shawty I can see that you got so much energy
The way you're twirlin' up them hips 'round and 'round
And now there's no reason at all why you can't leave here with me
In the meantime stay and let me watch you break it down
And dance, gonna be okay (oh) da da doo-doo-mmm
Just dance (ooh yeah), spin that record babe, da da doo-doo-mmm
Just dance (ooh yeah), gonna be okay, da da doo-doo-mmm
Just dance (ooh yeah), spin that record babe, da da doo-doo-mmm
Just dance (oh), gonna be okay, d-d-d-dance (gonna be okay)
Dance, dance (yeah)
Just, j-j-just dance (oh)
Woo! let's go!
Half psychotic, sick, hypnotic
Got my blueprint, it's symphonic
Half psychotic, sick, hypnotic
Got my blueprint electronic
Half psychotic, sick, hypnotic
Got my blueprint, it's symphonic
Half psychotic, sick, hypnotic
Got my blueprint electronic
Go!
Use your muscle, carve it out, work it, hustle
I got it, just stay close enough to get it on
Don't slow!
Drive it, clean it, lights out, bleed it, spend the lasto
I got it
In your pocko
I got it
Just dance, gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm
Just dance (baby), gonna be okay, da da doo-doo-mmm
Just dance, spin that record babe, da da doo-doo-mmm (baby, yeah)
Just dance, gonna be okay, d-d-d-dance (spin that record, baby, yeah)
Dance, dance, just, j-j-just dance"
